,Time (s), Time (min), Total Electrical Energy, Change in Energy,Wmax,xi,yi,zi,group_idx,area,separation,w_vol,w_time,eta_c,eta_m
27,1402.0,23.3666666666667,2223950000.0,-289445000.0,37.93559000000001,213.0,211.0,60.0,4,81.82828847006324,1021.25,239.3046875,1200,0.028648570605453214,0.13014905910654467
28,1403.0,23.3833333333333,2165960000.0,-368708000.0,38.14782,215.0,212.0,61.0,4,80.51632662086838,1612.5,239.3046875,1200,0.02419896318907164,0.1702284437385732
29,1406.0,23.4333333333333,2577660000.0,-849362000.0,38.759879999999995,202.0,251.0,54.0,4,191.10878514147615,1558.75,239.3046875,1200,0.01972675115244402,0.3295089344599365
30,1408.0,23.466666666666693,2138460000.0,-78676600.0,39.10983,203.0,250.0,54.0,4,16.340799885330004,752.5,239.3046875,1200,0.04426756414125526,0.036791242295857764
31,1410.0,23.5,2681300000.0,-355093000.0,39.41301,205.0,238.0,57.0,4,63.36072781035761,698.75,239.3046875,1200,0.06067311371482726,0.13243314809980233
32,1410.0,23.5,2681300000.0,-381780000.0,39.41301,205.0,238.0,57.0,4,40.997705852156415,1236.25,239.3046875,1200,0.056982757827935375,0.14238615596911947
33,1410.0,23.5,2681300000.0,-652681000.0,39.41301,160.0,217.0,68.0,4,146.43116786770588,1666.25,239.3046875,1200,0.02807392744585089,0.24341960989072464
34,1413.0,23.55,1911180000.0,-370095000.0,39.78948,167.0,233.0,67.0,4,139.96810476583892,1558.75,239.3046875,1200,0.01728057262962971,0.1936473801525759
35,1415.0,23.5833333333333,2073330000.0,-426038000.0,40.05604,164.0,218.0,68.0,4,188.91523386107585,1558.75,239.3046875,1200,0.015183810746712037,0.2054848962779683
36,1417.0,23.6166666666667,2212660000.0,-717340000.0,40.316340000000004,208.0,240.0,57.0,4,117.85290128404495,2257.5,239.3046875,1200,0.020396383139289792,0.3241980240976924
37,1419.0,23.65,2024220000.0,-571289000.0,40.58036,203.0,253.0,54.0,4,152.04261432013936,1505.0,239.3046875,1200,0.017273243321539174,0.2822267342482537
38,1419.0,23.65,2024220000.0,-56338300.0,40.58036,203.0,253.0,54.0,4,8.151928343420709,860.0,239.3046875,1200,0.05559871966035517,0.02783210322988608
39,1421.0,23.6833333333333,1894920000.0,-160029000.0,40.81252,154.0,216.0,68.0,4,51.550152597332364,1075.0,239.3046875,1200,0.030306526476777496,0.08445158634665316
40,1423.0,23.716666666666693,2411970000.0,-781732000.0,41.008070000000004,207.0,237.0,59.0,4,140.868681317102,1935.0,239.3046875,1200,0.023025521961841235,0.32410519202145965
41,1426.0,23.766666666666694,2608350000.0,-939515000.0,41.24358,173.0,230.0,66.0,4,207.13960299070973,1827.5,239.3046875,1200,0.024541902284087428,0.36019514252305096
42,1428.0,23.8,2258580000.0,-528767000.0,41.36657,205.0,241.0,57.0,4,84.02938825051697,1666.25,239.3046875,1200,0.028568611252659845,0.23411479779330377
43,1430.0,23.8333333333333,2339720000.0,-510605000.0,41.46569,205.0,255.0,55.0,4,160.97370305005626,1720.0,239.3046875,1200,0.013144587749044864,0.2182333783529653
44,1430.0,23.8333333333333,2339720000.0,-74854800.0,41.46569,205.0,255.0,55.0,4,9.2088683422948,860.0,239.3046875,1200,0.06736901963377517,0.031993058998512645
45,1432.0,23.8666666666667,2361070000.0,-435043000.0,41.54307,215.0,202.0,61.0,4,123.88459047568008,1935.0,239.3046875,1200,0.015464354637137632,0.1842567141169046
46,1433.0,23.8833333333333,2197950000.0,-295082000.0,41.57458,160.0,239.0,67.0,4,95.9435225195174,1021.25,239.3046875,1200,0.03067930026184087,0.13425328146682136
47,1436.0,23.9333333333333,3022120000.0,-472953000.0,41.650690000000004,212.0,239.0,60.0,4,82.10828870278227,1397.5,239.3046875,1200,0.03409193178272657,0.15649709475467552
48,1440.0,24.0,3193830000.0,-912785000.0,41.82127,204.0,258.0,55.0,4,234.4807354293237,1988.75,239.3046875,1200,0.013951677306489052,0.28579636361359245
49,1440.0,24.0,3193830000.0,-501330000.0,41.82127,208.0,239.0,60.0,4,96.53815417706024,1773.75,239.3046875,1200,0.024216129926553285,0.15696827946384123
